July 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
KY-225,"Union County",79.7,92,1.1,78.6
KY-227,"Warren County",80.6,109,2.7,77.9
KY-229,"Washington County",78.5,109,2.5,76
KY-231,"Wayne County",78.1,117,3.0,75.1
KY-233,"Webster County",79.8,94,1.4,78.4
KY-235,"Whitley County",77.1,111,2.3,74.8
KY-237,"Wolfe County",78.0,111,2.5,75.5
KY-239,"Woodford County",78.6,114,3.0,75.6
LA-001,"Acadia Parish",82.7,67,0.1,82.6
LA-003,"Allen Parish",82.6,80,0.3,82.3
LA-005,"Ascension Parish",83.1,112,1.4,81.7
LA-007,"Assumption Parish",83.4,118,1.7,81.7
LA-009,"Avoyelles Parish",82.4,73,0.2,82.2
LA-011,"Beauregard Parish",82.4,82,0.5,81.9
LA-013,"Bienville Parish",83.1,103,1.6,81.5
LA-015,"Bossier Parish",83.6,101,1.3,82.3
LA-017,"Caddo Parish",83.2,80,0.6,82.6
LA-019,"Calcasieu Parish",82.4,67,0.1,82.3
LA-021,"Caldwell Parish",82.5,86,0.8,81.7
LA-023,"Cameron Parish",82.9,82,0.4,82.5
LA-025,"Catahoula Parish",82.2,71,0.1,82.1
LA-027,"Claiborne Parish",82.3,92,1.0,81.3
LA-029,"Concordia Parish",82.2,76,0.3,81.9
LA-031,"De Soto Parish",83.1,89,0.9,82.2
LA-033,"East Baton Rouge Parish",82.7,103,1.1,81.6
LA-035,"East Carroll Parish",83.2,105,1.6,81.6
LA-037,"East Feliciana Parish",82.4,108,1.3,81.1
LA-039,"Evangeline Parish",82.6,74,0.3,82.3
LA-041,"Franklin Parish",82.4,80,0.5,81.9
LA-043,"Grant Parish",82.1,68,0.1,82
LA-045,"Iberia Parish",82.8,101,0.8,82
LA-047,"Iberville Parish",82.8,104,1.0,81.8
LA-049,"Jackson Parish",82.5,98,1.3,81.2
LA-051,"Jefferson Parish",83.4,105,1.2,82.2
LA-053,"Jefferson Davis Parish",82.6,53,-0.2,82.8
LA-055,"Lafayette Parish",82.7,86,0.5,82.2
LA-057,"Lafourche Parish",83.8,117,1.8,82
LA-059,"La Salle Parish",82.3,78,0.3,82
LA-061,"Lincoln Parish",82.5,98,1.3,81.2
LA-063,"Livingston Parish",82.9,114,1.3,81.6
LA-065,"Madison Parish",82.3,84,0.6,81.7
LA-067,"Morehouse Parish",83.6,114,2.1,81.5
LA-069,"Natchitoches Parish",82.7,86,0.7,82
LA-071,"Orleans Parish",83.1,108,1.3,81.8
LA-073,"Ouachita Parish",82.8,97,1.2,81.6
LA-075,"Plaquemines Parish",83.0,103,1.1,81.9
LA-077,"Pointe Coupee Parish",82.8,98,0.9,81.9
LA-079,"Rapides Parish",82.2,66,0.1,82.1
LA-081,"Red River Parish",83.6,103,1.5,82.1
LA-083,"Richland Parish",82.9,99,1.1,81.8
LA-085,"Sabine Parish",82.8,97,1.2,81.6
LA-087,"St. Bernard Parish",82.8,105,1.1,81.7
LA-089,"St. Charles Parish",83.7,115,1.6,82.1
LA-091,"St. Helena Parish",82.4,114,1.4,81
LA-093,"St. James Parish",83.5,118,1.7,81.8
LA-095,"St. John the Baptist Parish",83.6,116,1.6,82
LA-097,"St. Landry Parish",82.7,81,0.6,82.1
LA-099,"St. Martin Parish",82.8,101,0.9,81.9
LA-101,"St. Mary Parish",83.2,115,1.5,81.7
LA-103,"St. Tammany Parish",82.4,109,1.2,81.2
LA-105,"Tangipahoa Parish",82.7,115,1.5,81.2
LA-107,"Tensas Parish",82.1,73,0.2,81.9
LA-109,"Terrebonne Parish",84.1,122,2.3,81.8
LA-111,"Union Parish",82.8,99,1.4,81.4
LA-113,"Vermilion Parish",82.9,91,0.6,82.3
LA-115,"Vernon Parish",82.4,92,0.9,81.5
LA-117,"Washington Parish",82.3,111,1.4,80.9
LA-119,"Webster Parish",83.5,104,1.6,81.9
LA-121,"West Baton Rouge Parish",82.8,101,0.9,81.9
LA-123,"West Carroll Parish",83.5,111,1.9,81.6
LA-125,"West Feliciana Parish",82.6,102,1.1,81.5
LA-127,"Winn Parish",82.4,87,0.8,81.6
ME-001,"Androscoggin County",70.8,116,3.2,67.6
ME-003,"Aroostook County",68.0,119,3.7,64.3
ME-005,"Cumberland County",71.8,123,3.9,67.9
ME-007,"Franklin County",67.4,123,3.8,63.6
ME-009,"Hancock County",69.8,118,3.3,66.5
ME-011,"Kennebec County",70.7,119,3.0,67.7
ME-013,"Knox County",68.8,114,2.8,66
ME-015,"Lincoln County",69.9,117,3.0,66.9
ME-017,"Oxford County",69.3,125,3.9,65.4
ME-019,"Penobscot County",69.9,120,3.4,66.5
ME-021,"Piscataquis County",68.0,122,3.7,64.3
ME-023,"Sagadahoc County",70.8,118,3.3,67.5
ME-025,"Somerset County",68.0,123,3.7,64.3
ME-027,"Waldo County",69.7,116,2.9,66.8
ME-029,"Washington County",68.7,119,3.3,65.4
ME-031,"York County",72.3,123,3.8,68.5
MD-001,"Allegany County",76.8,123,4.0,72.8
MD-003,"Anne Arundel County",82.0,126,5.1,76.9
MD-005,"Baltimore County",80.3,126,5.4,74.9
MD-009,"Calvert County",81.6,126,4.9,76.7
MD-011,"Caroline County",81.2,125,5.2,76
MD-013,"Carroll County",78.6,126,4.9,73.7
MD-015,"Cecil County",80.4,126,5.0,75.4
MD-017,"Charles County",82.3,126,5.5,76.8
MD-019,"Dorchester County",81.9,125,5.1,76.8
MD-021,"Frederick County",78.7,126,4.4,74.3
MD-023,"Garrett County",72.2,125,4.4,67.8
MD-025,"Harford County",80.8,126,5.4,75.4
MD-027,"Howard County",79.4,126,4.9,74.5
MD-029,"Kent County",81.8,126,5.6,76.2
MD-031,"Montgomery County",79.8,126,4.9,74.9
MD-033,"Prince George's County",81.3,126,5.1,76.2
MD-035,"Queen Anne's County",81.4,126,5.2,76.2
MD-037,"St. Mary's County",82.0,126,5.1,76.9
MD-039,"Somerset County",82.1,125,5.3,76.8
MD-041,"Talbot County",81.5,125,4.7,76.8
MD-043,"Washington County",78.6,126,4.4,74.2
MD-045,"Wicomico County",81.6,125,5.4,76.2
MD-047,"Worcester County",81.1,125,5.2,75.9
MD-510,"Baltimore City",82.3,126,5.6,76.7
MD-511,"Washington, D.C.",81.8,126,5.4,76.4
MA-001,"Barnstable County",74.0,123,4.4,69.6
MA-003,"Berkshire County",72.2,126,5.1,67.1
MA-005,"Bristol County",75.8,124,4.8,71
MA-007,"Dukes County",74.0,122,4.2,69.8
MA-009,"Essex County",74.0,121,3.7,70.3
MA-011,"Franklin County",74.0,125,5.0,69
MA-013,"Hampden County",74.8,125,4.7,70.1
MA-015,"Hampshire County",74.3,125,4.4,69.9
MA-017,"Middlesex County",75.6,125,4.6,71
MA-019,"Nantucket County",71.9,122,4.2,67.7
MA-021,"Norfolk County",75.7,123,4.8,70.9
MA-023,"Plymouth County",75.7,124,4.8,70.9
MA-025,"Suffolk County",75.8,123,4.7,71.1
MA-027,"Worcester County",74.5,125,5.1,69.4
MI-001,"Alcona County",71.9,124,5.0,66.9
MI-003,"Alger County",68.4,115,3.8,64.6
MI-005,"Allegan County",75.0,117,3.6,71.4
MI-007,"Alpena County",72.0,123,5.2,66.8
MI-009,"Antrim County",71.5,119,4.5,67
MI-011,"Arenac County",74.1,123,5.3,68.8
MI-013,"Baraga County",68.5,119,4.7,63.8
MI-015,"Barry County",74.9,118,3.7,71.2
MI-017,"Bay County",75.3,124,5.2,70.1
MI-019,"Benzie County",72.4,123,5.8,66.6
MI-021,"Berrien County",75.1,112,2.9,72.2
MI-023,"Branch County",74.7,112,3.2,71.5
MI-025,"Calhoun County",74.8,116,3.6,71.2
MI-027,"Cass County",75.0,114,3.2,71.8
MI-029,"Charlevoix County",71.5,119,4.4,67.1
MI-031,"Cheboygan County",70.4,117,3.7,66.7
MI-033,"Chippewa County",68.6,121,4.6,64
MI-035,"Clare County",73.2,122,5.2,68
MI-037,"Clinton County",75.4,120,4.3,71.1
MI-039,"Crawford County",70.8,119,4.3,66.5
MI-041,"Delta County",69.8,117,4.2,65.6
MI-043,"Dickinson County",69.8,118,4.5,65.3
MI-045,"Eaton County",74.8,117,3.7,71.1
MI-047,"Emmet County",70.4,120,4.3,66.1
MI-049,"Genesee County",75.3,121,4.6,70.7
MI-051,"Gladwin County",74.2,123,5.2,69
MI-053,"Gogebic County",68.0,114,3.3,64.7
MI-055,"Grand Traverse County",72.2,121,5.2,67
MI-057,"Gratiot County",75.6,123,4.9,70.7
MI-059,"Hillsdale County",74.4,115,3.4,71
MI-061,"Houghton County",69.8,123,5.0,64.8
MI-063,"Huron County",73.4,124,4.8,68.6
MI-065,"Ingham County",74.4,117,3.6,70.8
MI-067,"Ionia County",74.8,119,4.0,70.8
MI-069,"Iosco County",73.2,124,5.4,67.8
MI-071,"Iron County",67.9,116,3.9,64
MI-073,"Isabella County",74.8,123,5.4,69.4
MI-075,"Jackson County",73.8,112,2.9,70.9
MI-077,"Kalamazoo County",75.6,119,4.0,71.6
MI-079,"Kalkaska County",71.3,120,4.6,66.7
MI-081,"Kent County",74.4,117,3.9,70.5
MI-083,"Keweenaw County",68.1,123,4.8,63.3
MI-085,"Lake County",72.4,120,4.2,68.2
MI-087,"Lapeer County",75.2,122,4.9,70.3
MI-089,"Leelanau County",71.8,121,5.1,66.7
MI-091,"Lenawee County",75.6,117,3.7,71.9
MI-093,"Livingston County",74.7,120,4.3,70.4
MI-095,"Luce County",67.7,118,4.1,63.6
MI-097,"Mackinac County",68.8,120,4.2,64.6
MI-099,"Macomb County",76.8,123,5.0,71.8
MI-101,"Manistee County",72.0,119,4.6,67.4
MI-103,"Marquette County",68.6,117,4.3,64.3
MI-105,"Mason County",72.0,118,3.9,68.1
MI-107,"Mecosta County",73.2,121,4.5,68.7
MI-109,"Menominee County",70.7,116,3.9,66.8
MI-111,"Midland County",75.6,125,5.3,70.3
MI-113,"Missaukee County",71.7,119,4.9,66.8
MI-115,"Monroe County",77.4,124,4.7,72.7
MI-117,"Montcalm County",74.2,121,4.5,69.7
MI-119,"Montmorency County",70.8,118,4.0,66.8
MI-121,"Muskegon County",74.7,122,5.1,69.6
MI-123,"Newaygo County",73.3,120,4.3,69
MI-125,"Oakland County",75.6,121,4.7,70.9
MI-127,"Oceana County",73.4,121,4.8,68.6
MI-129,"Ogemaw County",72.5,122,5.1,67.4
MI-131,"Ontonagon County",69.5,118,4.5,65
MI-133,"Osceola County",72.3,120,4.8,67.5
MI-135,"Oscoda County",71.4,120,4.8,66.6
MI-137,"Otsego County",69.9,118,3.9,66
MI-139,"Ottawa County",74.8,120,4.1,70.7
MI-141,"Presque Isle County",70.9,117,4.1,66.8
MI-143,"Roscommon County",72.0,121,5.0,67
MI-145,"Saginaw County",75.7,121,4.9,70.8
MI-147,"St. Clair County",76.0,123,5.1,70.9
MI-149,"St. Joseph County",75.3,114,3.3,72
MI-151,"Sanilac County",74.4,125,5.0,69.4
MI-153,"Schoolcraft County",69.3,118,3.9,65.4
MI-155,"Shiawassee County",75.2,120,4.3,70.9
MI-157,"Tuscola County",74.9,122,4.9,70
MI-159,"Van Buren County",75.2,117,3.5,71.7
MI-161,"Washtenaw County",75.0,120,4.2,70.8
MI-163,"Wayne County",77.2,123,5.0,72.2
MI-165,"Wexford County",71.9,120,5.0,66.9
MN-001,"Aitkin County",70.6,115,3.8,66.8
MN-003,"Anoka County",73.9,99,2.3,71.6
MN-005,"Becker County",70.7,101,2.2,68.5
MN-007,"Beltrami County",69.8,110,2.9,66.9
MN-009,"Benton County",72.6,105,2.7,69.9
MN-011,"Big Stone County",73.9,102,2.5,71.4
MN-013,"Blue Earth County",73.8,87,1.3,72.5
MN-015,"Brown County",74.0,88,1.3,72.7
MN-017,"Carlton County",69.5,114,3.6,65.9
MN-019,"Carver County",73.6,90,1.5,72.1
MN-021,"Cass County",70.7,112,3.1,67.6
MN-023,"Chippewa County",74.1,100,2.2,71.9
MN-025,"Chisago County",73.3,106,2.6,70.7
MN-027,"Clay County",72.5,102,2.3,70.2
MN-029,"Clearwater County",69.8,101,2.4,67.4
MN-031,"Cook County",65.5,114,3.5,62
MN-033,"Cottonwood County",73.4,95,1.7,71.7
MN-035,"Crow Wing County",71.9,116,3.7,68.2
MN-037,"Dakota County",74.5,100,2.2,72.3
MN-039,"Dodge County",72.5,98,1.9,70.6
MN-041,"Douglas County",71.7,100,2.3,69.4
MN-043,"Faribault County",73.5,86,1.1,72.4
MN-045,"Fillmore County",72.1,89,1.5,70.6
MN-047,"Freeborn County",73.0,94,1.5,71.5
MN-049,"Goodhue County",74.1,105,2.7,71.4
MN-051,"Grant County",73.0,103,2.6,70.4
MN-053,"Hennepin County",74.0,97,1.8,72.2
MN-055,"Houston County",74.2,107,2.5,71.7
MN-057,"Hubbard County",70.0,101,2.3,67.7
MN-059,"Isanti County",73.4,109,2.8,70.6
MN-061,"Itasca County",69.6,114,3.6,66
MN-063,"Jackson County",73.7,100,2.1,71.6
MN-065,"Kanabec County",72.2,112,3.3,68.9
MN-067,"Kandiyohi County",72.8,93,1.8,71
MN-069,"Kittson County",71.1,118,3.9,67.2
MN-071,"Koochiching County",68.8,110,3.0,65.8
MN-073,"Lac qui Parle County",73.8,97,1.8,72
MN-075,"Lake County",67.2,117,3.6,63.6
MN-077,"Lake of the Woods County",69.5,115,3.4,66.1
MN-079,"Le Sueur County",73.3,86,1.2,72.1
MN-081,"Lincoln County",72.7,91,1.6,71.1
MN-083,"Lyon County",73.6,92,1.4,72.2
MN-085,"McLeod County",73.6,94,1.9,71.7
MN-087,"Mahnomen County",70.6,105,2.5,68.1
MN-089,"Marshall County",70.9,114,3.3,67.6
MN-091,"Martin County",73.4,87,1.3,72.1
MN-093,"Meeker County",72.4,90,1.4,71
MN-095,"Mille Lacs County",72.6,115,3.6,69
MN-097,"Morrison County",72.2,107,2.8,69.4
MN-099,"Mower County",72.3,98,1.8,70.5
MN-101,"Murray County",72.7,89,1.4,71.3
MN-103,"Nicollet County",73.9,87,1.3,72.6
MN-105,"Nobles County",73.4,98,1.8,71.6
MN-107,"Norman County",71.8,102,2.0,69.8
MN-109,"Olmsted County",72.8,104,2.2,70.6
MN-111,"Otter Tail County",71.4,95,1.8,69.6
MN-113,"Pennington County",70.5,106,2.5,68
MN-115,"Pine County",71.2,115,3.5,67.7
MN-117,"Pipestone County",72.9,88,1.5,71.4
MN-119,"Polk County",71.4,106,2.5,68.9
MN-121,"Pope County",72.9,105,2.8,70.1
MN-123,"Ramsey County",74.4,100,2.1,72.3
MN-125,"Red Lake County",70.8,103,2.3,68.5
MN-127,"Redwood County",73.5,83,1.0,72.5
MN-129,"Renville County",73.4,89,1.4,72
MN-131,"Rice County",73.4,93,1.8,71.6
MN-133,"Rock County",74.1,94,1.9,72.2
MN-135,"Roseau County",70.0,117,3.6,66.4
MN-137,"St. Louis County",68.4,113,3.5,64.9
MN-139,"Scott County",73.9,90,1.5,72.4
MN-141,"Sherburne County",72.9,98,2.1,70.8
MN-143,"Sibley County",74.1,94,1.9,72.2
MN-145,"Stearns County",72.2,96,2.0,70.2
MN-147,"Steele County",73.1,97,2.0,71.1
MN-149,"Stevens County",73.6,108,2.9,70.7
MN-151,"Swift County",74.0,103,2.8,71.2
MN-153,"Todd County",71.3,98,2.0,69.3
MN-155,"Traverse County",73.6,102,2.5,71.1
MN-157,"Wabasha County",74.9,116,3.6,71.3
MN-159,"Wadena County",71.1,101,2.3,68.8
MN-161,"Waseca County",73.0,88,1.3,71.7
MN-163,"Washington County",74.1,100,2.1,72
MN-165,"Watonwan County",74.2,92,1.7,72.5
MN-167,"Wilkin County",73.0,103,2.2,70.8
MN-169,"Winona County",73.7,105,2.6,71.1
MN-171,"Wright County",73.0,92,1.7,71.3
MN-173,"Yellow Medicine County",73.9,94,1.6,72.3
MS-001,"Adams County",81.9,87,0.6,81.3
MS-003,"Alcorn County",81.5,112,2.1,79.4
MS-005,"Amite County",82.0,102,1.3,80.7
MS-007,"Attala County",81.2,93,1.0,80.2
MS-009,"Benton County",81.5,106,1.8,79.7
MS-011,"Bolivar County",82.5,87,0.8,81.7
MS-013,"Calhoun County",82.0,101,1.4,80.6
MS-015,"Carroll County",82.8,119,2.2,80.6
MS-017,"Chickasaw County",82.4,108,1.8,80.6
MS-019,"Choctaw County",81.3,100,1.5,79.8
MS-021,"Claiborne County",81.7,74,0.3,81.4
MS-023,"Clarke County",82.2,106,1.6,80.6
MS-025,"Clay County",82.6,107,1.8,80.8
MS-027,"Coahoma County",82.6,97,1.0,81.6
MS-029,"Copiah County",81.8,91,0.8,81
MS-031,"Covington County",81.8,100,1.1,80.7
MS-033,"DeSoto County",82.6,99,1.3,81.3
MS-035,"Forrest County",81.2,70,0.1,81.1
MS-037,"Franklin County",81.7,96,0.9,80.8
MS-039,"George County",81.2,80,0.4,80.8
MS-041,"Greene County",81.5,88,0.5,81
MS-043,"Grenada County",82.6,106,1.6,81
MS-045,"Hancock County",81.5,95,0.9,80.6
MS-047,"Harrison County",80.8,71,0.1,80.7
MS-049,"Hinds County",82.0,88,0.8,81.2
MS-051,"Holmes County",82.8,112,1.7,81.1
MS-053,"Humphreys County",83.7,114,1.8,81.9
MS-055,"Issaquena County",83.0,106,1.4,81.6
MS-057,"Itawamba County",81.5,97,1.2,80.3
MS-059,"Jackson County",81.4,85,0.6,80.8
MS-061,"Jasper County",82.0,110,1.6,80.4
MS-063,"Jefferson County",81.5,76,0.3,81.2
MS-065,"Jefferson Davis County",82.0,107,1.3,80.7
MS-067,"Jones County",82.0,97,0.9,81.1
MS-069,"Kemper County",81.2,84,0.7,80.5
MS-071,"Lafayette County",81.6,90,1.0,80.6
MS-073,"Lamar County",81.5,86,0.6,80.9
MS-075,"Lauderdale County",81.9,107,1.6,80.3
MS-077,"Lawrence County",82.5,107,1.5,81
MS-079,"Leake County",80.9,80,0.5,80.4
MS-081,"Lee County",82.4,109,1.7,80.7
MS-083,"Leflore County",84.0,121,2.4,81.6
MS-085,"Lincoln County",82.0,104,1.3,80.7
MS-087,"Lowndes County",82.4,95,1.4,81
MS-089,"Madison County",81.8,85,0.6,81.2
MS-091,"Marion County",82.5,109,1.3,81.2
MS-093,"Marshall County",81.7,100,1.4,80.3
MS-095,"Monroe County",82.2,97,1.4,80.8
MS-097,"Montgomery County",81.6,101,1.4,80.2
MS-099,"Neshoba County",80.6,82,0.5,80.1
MS-101,"Newton County",81.6,105,1.4,80.2
MS-103,"Noxubee County",82.1,94,1.2,80.9
MS-105,"Oktibbeha County",82.4,110,1.9,80.5
MS-107,"Panola County",82.1,87,0.8,81.3
MS-109,"Pearl River County",81.5,95,0.9,80.6
MS-111,"Perry County",81.3,75,0.3,81
MS-113,"Pike County",82.4,115,1.7,80.7
MS-115,"Pontotoc County",82.0,105,1.6,80.4
MS-117,"Prentiss County",81.6,108,1.7,79.9
MS-119,"Quitman County",82.6,89,0.9,81.7
MS-121,"Rankin County",81.8,93,0.9,80.9
MS-123,"Scott County",81.2,96,0.9,80.3
MS-125,"Sharkey County",83.2,108,1.5,81.7
MS-127,"Simpson County",81.9,104,1.1,80.8
MS-129,"Smith County",81.8,107,1.3,80.5
MS-131,"Stone County",80.8,77,0.2,80.6
MS-133,"Sunflower County",83.4,109,1.5,81.9
MS-135,"Tallahatchie County",83.0,105,1.4,81.6
MS-137,"Tate County",82.2,92,1.0,81.2
MS-139,"Tippah County",81.5,109,2.0,79.5
MS-141,"Tishomingo County",80.9,102,1.6,79.3
MS-143,"Tunica County",82.8,100,1.2,81.6
MS-145,"Union County",81.9,107,1.6,80.3
MS-147,"Walthall County",82.4,115,1.6,80.8
MS-149,"Warren County",82.2,85,0.7,81.5
MS-151,"Washington County",83.4,106,1.4,82
MS-153,"Wayne County",81.7,92,0.8,80.9
MS-155,"Webster County",81.7,103,1.6,80.1
MS-157,"Wilkinson County",82.0,93,0.9,81.1
MS-159,"Winston County",81.0,94,1.1,79.9
MS-161,"Yalobusha County",82.0,94,1.1,80.9
MS-163,"Yazoo County",82.5,93,0.9,81.6
MO-001,"Adair County",77.5,93,1.3,76.2
MO-003,"Andrew County",76.7,53,-0.6,77.3
MO-005,"Atchison County",77.0,73,-0.1,77.1
MO-007,"Audrain County",78.0,86,0.6,77.4
MO-009,"Barry County",79.4,105,1.9,77.5
MO-011,"Barton County",80.9,99,1.5,79.4
MO-013,"Bates County",80.5,102,1.4,79.1
MO-015,"Benton County",79.3,87,1.1,78.2
MO-017,"Bollinger County",79.9,103,1.7,78.2
MO-019,"Boone County",79.0,95,1.1,77.9
MO-021,"Buchanan County",77.4,59,-0.3,77.7
MO-023,"Butler County",81.5,105,1.9,79.6
MO-025,"Caldwell County",78.3,91,1.3,77
MO-027,"Callaway County",79.2,96,1.3,77.9
MO-029,"Camden County",80.6,114,2.5,78.1
MO-031,"Cape Girardeau County",80.5,108,2.3,78.2
MO-033,"Carroll County",78.2,73,0.2,78
MO-035,"Carter County",80.3,111,2.6,77.7
MO-037,"Cass County",79.1,92,1.0,78.1
MO-039,"Cedar County",80.7,105,1.7,79
MO-041,"Chariton County",78.5,84,0.6,77.9
MO-043,"Christian County",79.0,110,2.0,77
MO-045,"Clark County",77.4,81,0.6,76.8
MO-047,"Clay County",77.9,69,0.1,77.8
MO-049,"Clinton County",77.5,76,0.6,76.9
MO-051,"Cole County",80.3,107,2.0,78.3
MO-053,"Cooper County",79.2,100,1.4,77.8
MO-055,"Crawford County",78.2,108,1.7,76.5
MO-057,"Dade County",80.3,103,1.7,78.6
MO-059,"Dallas County",79.5,106,1.9,77.6
MO-061,"Daviess County",78.0,90,1.2,76.8
MO-063,"DeKalb County",77.5,81,0.7,76.8
MO-065,"Dent County",78.4,108,1.9,76.5
MO-067,"Douglas County",79.1,111,2.2,76.9
MO-069,"Dunklin County",82.4,106,1.9,80.5
MO-071,"Franklin County",79.2,106,1.9,77.3
MO-073,"Gasconade County",79.2,110,2.0,77.2
MO-075,"Gentry County",77.6,91,1.0,76.6
MO-077,"Greene County",79.3,111,2.1,77.2
MO-079,"Grundy County",77.6,84,0.6,77
MO-081,"Harrison County",77.5,93,1.4,76.1
MO-083,"Henry County",80.0,95,1.2,78.8
MO-085,"Hickory County",79.7,99,1.5,78.2
MO-087,"Holt County",77.0,53,-0.7,77.7
MO-089,"Howard County",78.9,92,1.1,77.8
MO-091,"Howell County",79.8,115,3.0,76.8
MO-093,"Iron County",77.8,103,1.5,76.3
MO-095,"Jackson County",78.6,79,0.6,78
MO-097,"Jasper County",80.9,106,1.8,79.1
MO-099,"Jefferson County",80.0,106,2.0,78
MO-101,"Johnson County",79.5,100,1.6,77.9
MO-103,"Knox County",77.4,88,0.9,76.5
MO-105,"Laclede County",80.2,116,2.8,77.4
MO-107,"Lafayette County",78.9,88,1.0,77.9
MO-109,"Lawrence County",79.5,103,1.8,77.7
MO-111,"Lewis County",77.7,76,0.5,77.2
MO-113,"Lincoln County",78.6,99,1.3,77.3
MO-115,"Linn County",77.7,78,0.3,77.4
MO-117,"Livingston County",78.2,83,0.6,77.6
MO-119,"McDonald County",80.7,108,2.1,78.6
MO-121,"Macon County",77.4,78,0.4,77
MO-123,"Madison County",78.8,102,1.6,77.2
MO-125,"Maries County",79.9,112,2.3,77.6
MO-127,"Marion County",78.3,87,0.8,77.5
MO-129,"Mercer County",76.7,84,0.5,76.2
MO-131,"Miller County",80.8,113,2.8,78
MO-133,"Mississippi County",81.0,101,1.6,79.4
MO-135,"Moniteau County",79.8,104,1.9,77.9
MO-137,"Monroe County",78.0,88,0.6,77.4
MO-139,"Montgomery County",78.5,98,1.3,77.2
MO-141,"Morgan County",79.4,101,1.8,77.6
MO-143,"New Madrid County",81.6,101,1.5,80.1
MO-145,"Newton County",80.9,110,2.4,78.5
MO-147,"Nodaway County",77.0,76,0.5,76.5
MO-149,"Oregon County",80.7,115,3.2,77.5
MO-151,"Osage County",80.0,110,2.1,77.9
MO-153,"Ozark County",79.4,105,1.8,77.6
MO-155,"Pemiscot County",82.3,102,1.8,80.5
MO-157,"Perry County",79.8,106,2.2,77.6
MO-159,"Pettis County",79.0,90,1.1,77.9
MO-161,"Phelps County",79.7,112,2.4,77.3
MO-163,"Pike County",77.8,84,0.7,77.1
MO-165,"Platte County",78.2,69,0.3,77.9
MO-167,"Polk County",80.0,110,2.2,77.8
MO-169,"Pulaski County",81.1,119,3.5,77.6
MO-171,"Putnam County",77.1,89,0.9,76.2
MO-173,"Ralls County",78.2,89,0.9,77.3
MO-175,"Randolph County",78.1,87,0.7,77.4
MO-177,"Ray County",78.3,76,0.6,77.7
MO-179,"Reynolds County",78.7,107,2.1,76.6
MO-181,"Ripley County",81.1,110,2.4,78.7
MO-183,"St. Charles County",79.8,101,1.6,78.2
MO-185,"St. Clair County",80.4,98,1.3,79.1
MO-186,"Ste. Genevieve County",79.2,102,1.6,77.6
MO-187,"St. Francois County",78.4,102,1.7,76.7
MO-189,"St. Louis County",80.1,96,1.5,78.6
MO-195,"Saline County",78.8,88,0.8,78
MO-197,"Schuyler County",77.3,93,1.3,76
MO-199,"Scotland County",77.2,90,1.0,76.2
MO-201,"Scott County",81.0,105,1.8,79.2
MO-203,"Shannon County",79.7,113,2.7,77
MO-205,"Shelby County",77.5,82,0.6,76.9
MO-207,"Stoddard County",81.3,102,1.6,79.7
MO-209,"Stone County",79.6,104,1.9,77.7
MO-211,"Sullivan County",77.0,82,0.4,76.6
MO-213,"Taney County",79.0,89,1.0,78
MO-215,"Texas County",79.0,112,2.3,76.7
MO-217,"Vernon County",81.0,101,1.5,79.5
MO-219,"Warren County",78.9,102,1.8,77.1
MO-221,"Washington County",78.2,103,1.6,76.6
MO-223,"Wayne County",79.9,104,1.7,78.2
MO-225,"Webster County",78.5,110,2.1,76.4
MO-227,"Worth County",77.4,94,1.6,75.8
MO-229,"Wright County",78.8,111,2.2,76.6
MO-510,"St. Louis City",80.3,95,1.4,78.9
MT-001,"Beaverhead County",59.1,53,-0.1,59.2
MT-003,"Big Horn County",70.2,76,1.1,69.1
MT-005,"Blaine County",66.8,48,-0.6,67.4
MT-007,"Broadwater County",64.6,54,-0.0,64.6
MT-009,"Carbon County",65.9,75,1.0,64.9
MT-011,"Carter County",71.4,79,1.3,70.1
MT-013,"Cascade County",64.1,41,-1.0,65.1
MT-015,"Chouteau County",66.0,30,-1.7,67.7
MT-017,"Custer County",72.4,71,0.5,71.9
MT-019,"Daniels County",65.4,46,-1.0,66.4
MT-021,"Dawson County",70.2,66,0.0,70.2
MT-023,"Deer Lodge County",57.9,45,-0.4,58.3
MT-025,"Fallon County",70.9,68,0.4,70.5
MT-027,"Fergus County",66.6,46,-0.6,67.2
MT-029,"Flathead County",60.5,69,0.6,59.9
MT-031,"Gallatin County",61.1,56,-0.0,61.1
MT-033,"Garfield County",70.7,69,0.4,70.3
MT-035,"Glacier County",60.4,67,0.7,59.7
MT-037,"Golden Valley County",66.4,44,-0.8,67.2
MT-039,"Granite County",58.5,43,-0.6,59.1
MT-041,"Hill County",66.2,40,-0.7,66.9
MT-043,"Jefferson County",62.4,57,0.4,62
MT-045,"Judith Basin County",62.2,43,-0.9,63.1
MT-047,"Lake County",64.4,65,0.2,64.2
MT-049,"Lewis and Clark County",61.9,58,0.2,61.7
MT-051,"Liberty County",64.7,32,-1.3,66
MT-053,"Lincoln County",61.8,70,0.5,61.3
MT-055,"McCone County",69.8,62,-0.1,69.9
MT-057,"Madison County",60.7,47,-0.4,61.1
MT-059,"Meagher County",60.8,57,0.2,60.6
MT-061,"Mineral County",62.3,59,0.1,62.2
MT-063,"Missoula County",61.5,46,-0.4,61.9
MT-065,"Musselshell County",68.5,39,-1.1,69.6
