January 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
KY-231,"Wayne County",41.4,111,6.5,34.9
KY-233,"Webster County",39.5,113,5.9,33.6
KY-235,"Whitley County",41.0,112,5.6,35.4
KY-237,"Wolfe County",40.3,112,6.5,33.8
KY-239,"Woodford County",39.8,116,7.7,32.1
LA-001,"Acadia Parish",55.2,98,3.7,51.5
LA-003,"Allen Parish",54.2,100,3.8,50.4
LA-005,"Ascension Parish",56.6,108,4.8,51.8
LA-007,"Assumption Parish",57.6,108,5.0,52.6
LA-009,"Avoyelles Parish",53.3,99,3.8,49.5
LA-011,"Beauregard Parish",54.6,108,4.6,50
LA-013,"Bienville Parish",49.9,107,4.7,45.2
LA-015,"Bossier Parish",50.0,110,4.9,45.1
LA-017,"Caddo Parish",50.3,107,4.6,45.7
LA-019,"Calcasieu Parish",56.4,111,4.9,51.5
LA-021,"Caldwell Parish",50.6,101,4.2,46.4
LA-023,"Cameron Parish",57.4,111,4.9,52.5
LA-025,"Catahoula Parish",51.4,100,3.6,47.8
LA-027,"Claiborne Parish",48.4,104,4.0,44.4
LA-029,"Concordia Parish",51.9,97,3.4,48.5
LA-031,"De Soto Parish",50.7,105,4.3,46.4
LA-033,"East Baton Rouge Parish",55.7,106,4.8,50.9
LA-035,"East Carroll Parish",49.5,105,4.4,45.1
LA-037,"East Feliciana Parish",54.8,108,5.0,49.8
LA-039,"Evangeline Parish",54.1,100,3.8,50.3
LA-041,"Franklin Parish",50.6,100,3.8,46.8
LA-043,"Grant Parish",51.5,97,3.7,47.8
LA-045,"Iberia Parish",56.8,105,4.3,52.5
LA-047,"Iberville Parish",56.4,108,4.7,51.7
LA-049,"Jackson Parish",49.8,106,4.6,45.2
LA-051,"Jefferson Parish",57.7,102,4.0,53.7
LA-053,"Jefferson Davis Parish",55.8,105,4.0,51.8
LA-055,"Lafayette Parish",55.6,100,3.9,51.7
LA-057,"Lafourche Parish",58.0,101,4.0,54
LA-059,"La Salle Parish",51.6,100,4.0,47.6
LA-061,"Lincoln Parish",49.1,105,4.5,44.6
LA-063,"Livingston Parish",55.8,106,4.8,51
LA-065,"Madison Parish",50.8,105,4.6,46.2
LA-067,"Morehouse Parish",49.1,106,4.4,44.7
LA-069,"Natchitoches Parish",51.1,100,3.6,47.5
LA-071,"Orleans Parish",57.2,107,4.6,52.6
LA-073,"Ouachita Parish",49.7,103,4.3,45.4
LA-075,"Plaquemines Parish",57.8,104,3.8,54
LA-077,"Pointe Coupee Parish",55.2,106,4.5,50.7
LA-079,"Rapides Parish",52.9,101,4.0,48.9
LA-081,"Red River Parish",50.7,105,4.6,46.1
LA-083,"Richland Parish",49.9,100,3.9,46
LA-085,"Sabine Parish",51.6,102,4.2,47.4
LA-087,"St. Bernard Parish",56.9,105,4.1,52.8
LA-089,"St. Charles Parish",57.7,107,4.5,53.2
LA-091,"St. Helena Parish",54.5,106,5.0,49.5
LA-093,"St. James Parish",57.2,109,4.9,52.3
LA-095,"St. John the Baptist Parish",57.1,108,4.9,52.2
LA-097,"St. Landry Parish",54.4,98,3.6,50.8
LA-099,"St. Martin Parish",56.4,105,4.4,52
LA-101,"St. Mary Parish",57.8,108,5.0,52.8
LA-103,"St. Tammany Parish",55.7,108,4.8,50.9
LA-105,"Tangipahoa Parish",55.1,107,4.9,50.2
LA-107,"Tensas Parish",51.1,98,3.8,47.3
LA-109,"Terrebonne Parish",58.8,105,4.6,54.2
LA-111,"Union Parish",49.0,108,4.5,44.5
LA-113,"Vermilion Parish",56.7,105,4.2,52.5
LA-115,"Vernon Parish",53.0,103,4.4,48.6
LA-117,"Washington Parish",54.0,104,4.5,49.5
LA-119,"Webster Parish",49.4,108,4.5,44.9
LA-121,"West Baton Rouge Parish",56.0,106,4.8,51.2
LA-123,"West Carroll Parish",49.1,103,4.2,44.9
LA-125,"West Feliciana Parish",54.9,108,4.9,50
LA-127,"Winn Parish",50.7,102,4.0,46.7
ME-001,"Androscoggin County",24.4,117,7.0,17.4
ME-003,"Aroostook County",15.7,117,6.8,8.9
ME-005,"Cumberland County",25.9,118,6.9,19
ME-007,"Franklin County",20.3,120,8.5,11.8
ME-009,"Hancock County",25.1,117,6.8,18.3
ME-011,"Kennebec County",24.4,118,7.4,17
ME-013,"Knox County",26.4,114,6.4,20
ME-015,"Lincoln County",26.2,115,6.5,19.7
ME-017,"Oxford County",22.6,119,8.5,14.1
ME-019,"Penobscot County",21.8,120,8.0,13.8
ME-021,"Piscataquis County",18.6,120,8.3,10.3
ME-023,"Sagadahoc County",26.1,115,6.5,19.6
ME-025,"Somerset County",19.2,120,8.2,11
ME-027,"Waldo County",24.4,117,6.9,17.5
ME-029,"Washington County",24.4,118,7.2,17.2
ME-031,"York County",27.5,118,7.1,20.4
MD-001,"Allegany County",35.2,111,6.0,29.2
MD-003,"Anne Arundel County",40.5,117,6.5,34
MD-005,"Baltimore County",37.5,116,6.4,31.1
MD-009,"Calvert County",41.0,116,6.4,34.6
MD-011,"Caroline County",40.2,116,6.7,33.5
MD-013,"Carroll County",36.6,116,6.7,29.9
MD-015,"Cecil County",37.8,115,6.6,31.2
MD-017,"Charles County",41.3,117,6.7,34.6
MD-019,"Dorchester County",41.5,117,6.7,34.8
MD-021,"Frederick County",37.1,116,6.8,30.3
MD-023,"Garrett County",32.8,116,6.9,25.9
MD-025,"Harford County",37.1,115,6.1,31
MD-027,"Howard County",38.1,117,6.7,31.4
MD-029,"Kent County",38.8,113,5.9,32.9
MD-031,"Montgomery County",38.6,116,6.7,31.9
MD-033,"Prince George's County",40.1,117,6.4,33.7
MD-035,"Queen Anne's County",39.5,115,6.2,33.3
MD-037,"St. Mary's County",41.3,116,6.1,35.2
MD-039,"Somerset County",42.7,118,6.8,35.9
MD-041,"Talbot County",40.9,116,6.5,34.4
MD-043,"Washington County",36.5,115,6.6,29.9
MD-045,"Wicomico County",42.3,119,7.2,35.1
MD-047,"Worcester County",43.1,118,7.0,36.1
MD-510,"Baltimore City",39.7,116,6.5,33.2
MD-511,"Washington, D.C.",40.1,116,6.3,33.8
MA-001,"Barnstable County",36.0,114,6.4,29.6
MA-003,"Berkshire County",28.4,118,8.0,20.4
MA-005,"Bristol County",35.1,118,7.3,27.8
MA-007,"Dukes County",36.0,113,5.9,30.1
MA-009,"Essex County",33.1,122,8.0,25.1
MA-011,"Franklin County",29.6,120,8.7,20.9
MA-013,"Hampden County",31.0,120,8.0,23
MA-015,"Hampshire County",30.2,119,8.1,22.1
MA-017,"Middlesex County",32.6,122,8.3,24.3
MA-019,"Nantucket County",36.7,114,5.9,30.8
MA-021,"Norfolk County",34.4,123,8.4,26
MA-023,"Plymouth County",35.3,118,7.4,27.9
MA-025,"Suffolk County",35.2,124,8.6,26.6
MA-027,"Worcester County",31.4,122,8.6,22.8
MI-001,"Alcona County",26.7,123,9.0,17.7
MI-003,"Alger County",22.6,121,7.8,14.8
MI-005,"Allegan County",31.2,121,7.9,23.3
MI-007,"Alpena County",26.9,123,9.2,17.7
MI-009,"Antrim County",27.3,123,9.1,18.2
MI-011,"Arenac County",29.1,124,9.6,19.5
MI-013,"Baraga County",19.6,122,8.8,10.8
MI-015,"Barry County",30.0,120,8.1,21.9
MI-017,"Bay County",30.2,123,9.6,20.6
MI-019,"Benzie County",27.5,122,8.3,19.2
MI-021,"Berrien County",31.9,120,8.1,23.8
MI-023,"Branch County",30.4,118,8.1,22.3
MI-025,"Calhoun County",30.3,120,8.4,21.9
MI-027,"Cass County",31.1,121,8.4,22.7
MI-029,"Charlevoix County",27.2,122,8.9,18.3
MI-031,"Cheboygan County",26.2,122,9.5,16.7
MI-033,"Chippewa County",24.0,124,9.9,14.1
MI-035,"Clare County",27.2,123,9.2,18
MI-037,"Clinton County",30.1,121,8.6,21.5
MI-039,"Crawford County",25.6,122,9.2,16.4
MI-041,"Delta County",23.5,121,8.1,15.4
MI-043,"Dickinson County",20.1,121,8.5,11.6
MI-045,"Eaton County",30.0,120,8.4,21.6
MI-047,"Emmet County",26.7,122,9.4,17.3
MI-049,"Genesee County",30.1,121,9.0,21.1
MI-051,"Gladwin County",28.4,123,9.4,19
MI-053,"Gogebic County",18.0,121,8.6,9.4
MI-055,"Grand Traverse County",27.9,123,9.3,18.6
MI-057,"Gratiot County",30.1,122,9.3,20.8
MI-059,"Hillsdale County",30.2,119,8.5,21.7
MI-061,"Houghton County",21.0,123,9.1,11.9
MI-063,"Huron County",29.7,122,9.6,20.1
MI-065,"Ingham County",30.1,120,8.8,21.3
MI-067,"Ionia County",29.7,121,8.4,21.3
MI-069,"Iosco County",28.1,124,9.4,18.7
MI-071,"Iron County",17.8,121,8.5,9.3
MI-073,"Isabella County",28.9,123,9.4,19.5
MI-075,"Jackson County",30.3,119,8.9,21.4
MI-077,"Kalamazoo County",30.7,121,8.3,22.4
MI-079,"Kalkaska County",26.3,122,9.1,17.2
MI-081,"Kent County",29.9,121,8.2,21.7
MI-083,"Keweenaw County",21.0,121,8.6,12.4
MI-085,"Lake County",27.4,122,7.9,19.5
MI-087,"Lapeer County",30.1,121,9.3,20.8
MI-089,"Leelanau County",28.3,123,8.9,19.4
MI-091,"Lenawee County",31.5,120,8.9,22.6
MI-093,"Livingston County",30.1,121,9.1,21
MI-095,"Luce County",23.0,122,8.5,14.5
MI-097,"Mackinac County",24.5,122,9.0,15.5
MI-099,"Macomb County",32.1,122,9.3,22.8
MI-101,"Manistee County",27.5,121,7.7,19.8
MI-103,"Marquette County",20.1,121,8.2,11.9
MI-105,"Mason County",28.0,120,7.3,20.7
MI-107,"Mecosta County",27.8,121,8.6,19.2
MI-109,"Menominee County",23.2,122,8.9,14.3
MI-111,"Midland County",29.9,123,9.5,20.4
MI-113,"Missaukee County",26.2,121,9.0,17.2
MI-115,"Monroe County",32.9,121,8.9,24
MI-117,"Montcalm County",28.8,121,8.7,20.1
MI-119,"Montmorency County",25.9,121,9.2,16.7
MI-121,"Muskegon County",30.1,121,7.8,22.3
MI-123,"Newaygo County",28.4,121,8.0,20.4
MI-125,"Oakland County",30.6,122,9.3,21.3
MI-127,"Oceana County",28.7,121,7.8,20.9
MI-129,"Ogemaw County",27.0,124,9.6,17.4
MI-131,"Ontonagon County",19.9,122,9.0,10.9
MI-133,"Osceola County",26.5,121,8.5,18
MI-135,"Oscoda County",26.0,124,9.4,16.6
MI-137,"Otsego County",24.9,121,9.0,15.9
MI-139,"Ottawa County",31.0,121,7.8,23.2
MI-141,"Presque Isle County",26.6,123,9.3,17.3
MI-143,"Roscommon County",26.5,123,9.5,17
MI-145,"Saginaw County",30.4,123,9.4,21
MI-147,"St. Clair County",31.6,123,9.2,22.4
MI-149,"St. Joseph County",30.9,120,8.2,22.7
MI-151,"Sanilac County",30.2,122,9.4,20.8
MI-153,"Schoolcraft County",23.4,121,7.9,15.5
MI-155,"Shiawassee County",30.0,121,8.8,21.2
MI-157,"Tuscola County",29.9,121,9.3,20.6
MI-159,"Van Buren County",31.4,121,8.1,23.3
MI-161,"Washtenaw County",30.9,121,9.2,21.7
MI-163,"Wayne County",32.2,121,8.7,23.5
MI-165,"Wexford County",26.4,121,8.6,17.8
MN-001,"Aitkin County",13.4,110,8.0,5.4
MN-003,"Anoka County",17.9,105,7.7,10.2
MN-005,"Becker County",10.7,100,7.0,3.7
MN-007,"Beltrami County",10.1,107,8.3,1.8
MN-009,"Benton County",15.6,103,7.5,8.1
MN-011,"Big Stone County",14.1,92,5.1,9
MN-013,"Blue Earth County",18.2,99,5.7,12.5
MN-015,"Brown County",17.6,98,5.7,11.9
MN-017,"Carlton County",13.9,112,8.0,5.9
MN-019,"Carver County",18.2,107,7.4,10.8
MN-021,"Cass County",13.3,113,8.8,4.5
MN-023,"Chippewa County",15.1,92,5.3,9.8
MN-025,"Chisago County",18.1,115,8.5,9.6
MN-027,"Clay County",10.8,98,6.2,4.6
MN-029,"Clearwater County",9.8,103,7.4,2.4
MN-031,"Cook County",13.2,116,8.5,4.7
MN-033,"Cottonwood County",17.6,98,5.9,11.7
MN-035,"Crow Wing County",14.6,113,8.7,5.9
MN-037,"Dakota County",19.8,111,8.2,11.6
MN-039,"Dodge County",19.0,112,7.8,11.2
MN-041,"Douglas County",13.5,104,7.5,6
MN-043,"Faribault County",19.4,105,6.5,12.9
MN-045,"Fillmore County",20.0,111,7.4,12.6
MN-047,"Freeborn County",19.4,107,7.3,12.1
MN-049,"Goodhue County",19.8,112,8.3,11.5
MN-051,"Grant County",13.8,103,7.1,6.7
MN-053,"Hennepin County",18.5,108,7.8,10.7
MN-055,"Houston County",22.1,114,7.9,14.2
MN-057,"Hubbard County",11.6,107,7.8,3.8
MN-059,"Isanti County",17.3,109,8.1,9.2
MN-061,"Itasca County",11.8,114,8.8,3
MN-063,"Jackson County",17.4,92,5.1,12.3
MN-065,"Kanabec County",16.3,117,8.6,7.7
MN-067,"Kandiyohi County",15.8,102,7.0,8.8
MN-069,"Kittson County",9.3,113,9.5,-0.2
MN-071,"Koochiching County",10.3,111,9.0,1.3
MN-073,"Lac qui Parle County",15.1,91,4.8,10.3
MN-075,"Lake County",12.2,113,8.3,3.9
MN-077,"Lake of the Woods County",9.9,112,9.5,0.4
MN-079,"Le Sueur County",17.4,97,5.7,11.7
MN-081,"Lincoln County",15.8,94,4.9,10.9
MN-083,"Lyon County",16.4,93,4.9,11.5
MN-085,"McLeod County",17.3,103,7.0,10.3
MN-087,"Mahnomen County",9.6,99,6.9,2.7
MN-089,"Marshall County",8.9,103,7.9,1
MN-091,"Martin County",18.5,98,5.9,12.6
MN-093,"Meeker County",16.2,102,7.1,9.1
MN-095,"Mille Lacs County",15.6,109,8.1,7.5
MN-097,"Morrison County",14.9,107,7.8,7.1
MN-099,"Mower County",19.4,113,7.8,11.6
MN-101,"Murray County",16.5,94,5.0,11.5
MN-103,"Nicollet County",16.9,94,5.0,11.9
MN-105,"Nobles County",16.9,90,4.5,12.4
MN-107,"Norman County",10.0,98,6.4,3.6
MN-109,"Olmsted County",19.3,110,7.5,11.8
MN-111,"Otter Tail County",12.6,101,7.6,5
MN-113,"Pennington County",8.9,97,7.3,1.6
MN-115,"Pine County",16.5,120,9.4,7.1
MN-117,"Pipestone County",16.8,94,5.4,11.4
MN-119,"Polk County",9.6,99,7.1,2.5
MN-121,"Pope County",14.3,102,7.1,7.2
MN-123,"Ramsey County",19.0,107,7.9,11.1
MN-125,"Red Lake County",9.2,98,7.2,2
MN-127,"Redwood County",16.9,93,5.4,11.5
MN-129,"Renville County",16.7,95,6.1,10.6
MN-131,"Rice County",19.3,108,7.9,11.4
MN-133,"Rock County",18.3,98,5.6,12.7
MN-135,"Roseau County",9.6,115,9.8,-0.2
MN-137,"St. Louis County",11.6,115,8.5,3.1
MN-139,"Scott County",19.0,107,7.4,11.6
MN-141,"Sherburne County",16.3,102,7.3,9
MN-143,"Sibley County",17.4,98,6.2,11.2
MN-145,"Stearns County",15.1,103,7.3,7.8
MN-147,"Steele County",19.4,110,8.0,11.4
MN-149,"Stevens County",13.8,95,6.1,7.7
MN-151,"Swift County",14.6,94,5.9,8.7
MN-153,"Todd County",14.0,108,8.0,6
MN-155,"Traverse County",14.4,97,6.4,8
MN-157,"Wabasha County",20.6,113,8.3,12.3
MN-159,"Wadena County",13.0,107,8.2,4.8
MN-161,"Waseca County",19.0,106,7.1,11.9
MN-163,"Washington County",19.0,107,8.0,11
MN-165,"Watonwan County",18.4,101,6.1,12.3
MN-167,"Wilkin County",12.9,100,6.7,6.2
MN-169,"Winona County",21.4,114,8.4,13
MN-171,"Wright County",16.8,103,7.3,9.5
MN-173,"Yellow Medicine County",16.0,93,5.0,11
MS-001,"Adams County",51.9,98,3.7,48.2
MS-003,"Alcorn County",45.0,108,5.6,39.4
MS-005,"Amite County",53.5,108,5.0,48.5
MS-007,"Attala County",47.8,99,3.9,43.9
MS-009,"Benton County",45.1,107,5.5,39.6
MS-011,"Bolivar County",47.8,112,5.4,42.4
MS-013,"Calhoun County",47.9,113,5.3,42.6
MS-015,"Carroll County",48.8,111,5.4,43.4
MS-017,"Chickasaw County",48.4,113,5.7,42.7
MS-019,"Choctaw County",48.0,107,4.8,43.2
MS-021,"Claiborne County",52.0,107,4.8,47.2
MS-023,"Clarke County",51.2,108,4.4,46.8
MS-025,"Clay County",48.9,112,5.6,43.3
MS-027,"Coahoma County",47.1,116,5.8,41.3
MS-029,"Copiah County",52.6,111,5.3,47.3
MS-031,"Covington County",51.9,103,4.2,47.7
MS-033,"DeSoto County",45.5,108,5.1,40.4
MS-035,"Forrest County",53.1,102,4.3,48.8
MS-037,"Franklin County",52.4,106,4.4,48
MS-039,"George County",53.7,101,4.0,49.7
MS-041,"Greene County",52.8,100,4.0,48.8
MS-043,"Grenada County",48.2,111,5.3,42.9
MS-045,"Hancock County",54.7,102,4.0,50.7
MS-047,"Harrison County",54.4,102,3.8,50.6
MS-049,"Hinds County",52.1,112,5.5,46.6
MS-051,"Holmes County",49.0,104,4.5,44.5
MS-053,"Humphreys County",49.4,108,4.9,44.5
MS-055,"Issaquena County",49.9,107,4.7,45.2
MS-057,"Itawamba County",47.4,112,5.9,41.5
MS-059,"Jackson County",54.7,103,4.1,50.6
MS-061,"Jasper County",51.4,110,4.8,46.6
MS-063,"Jefferson County",51.6,101,4.0,47.6
MS-065,"Jefferson Davis County",52.1,100,4.1,48
MS-067,"Jones County",52.0,99,4.2,47.8
MS-069,"Kemper County",49.5,107,4.6,44.9
MS-071,"Lafayette County",46.8,108,5.2,41.6
MS-073,"Lamar County",52.9,101,4.1,48.8
MS-075,"Lauderdale County",50.8,111,5.1,45.7
MS-077,"Lawrence County",52.6,103,4.4,48.2
MS-079,"Leake County",48.3,96,3.5,44.8
MS-081,"Lee County",48.0,116,6.3,41.7
MS-083,"Leflore County",49.9,115,6.4,43.5
MS-085,"Lincoln County",52.5,108,4.7,47.8
MS-087,"Lowndes County",48.7,108,5.0,43.7
MS-089,"Madison County",49.0,92,3.1,45.9
MS-091,"Marion County",53.0,99,3.9,49.1
MS-093,"Marshall County",45.4,106,5.2,40.2
MS-095,"Monroe County",48.3,113,5.5,42.8
MS-097,"Montgomery County",47.3,101,4.2,43.1
MS-099,"Neshoba County",49.5,109,4.9,44.6
MS-101,"Newton County",50.9,112,5.4,45.5
MS-103,"Noxubee County",49.2,110,5.0,44.2
MS-105,"Oktibbeha County",49.4,114,5.9,43.5
MS-107,"Panola County",46.7,106,5.1,41.6
MS-109,"Pearl River County",53.7,100,4.0,49.7
MS-111,"Perry County",53.2,105,4.4,48.8
MS-113,"Pike County",53.5,107,4.9,48.6
MS-115,"Pontotoc County",47.7,115,5.9,41.8
MS-117,"Prentiss County",46.4,113,6.1,40.3
MS-119,"Quitman County",47.2,113,5.6,41.6
MS-121,"Rankin County",50.6,104,4.3,46.3
MS-123,"Scott County",49.6,103,4.1,45.5
MS-125,"Sharkey County",49.3,105,4.4,44.9
MS-127,"Simpson County",51.7,107,4.7,47
MS-129,"Smith County",51.0,106,4.4,46.6
MS-131,"Stone County",53.7,104,4.1,49.6
MS-133,"Sunflower County",49.0,113,5.8,43.2
MS-135,"Tallahatchie County",48.4,114,5.9,42.5
MS-137,"Tate County",45.8,105,4.9,40.9
MS-139,"Tippah County",45.4,109,5.7,39.7
MS-141,"Tishomingo County",45.8,112,6.0,39.8
MS-143,"Tunica County",46.2,113,5.3,40.9
MS-145,"Union County",46.9,115,6.0,40.9
MS-147,"Walthall County",53.3,102,4.4,48.9
MS-149,"Warren County",51.8,110,5.4,46.4
MS-151,"Washington County",48.3,106,4.5,43.8
MS-153,"Wayne County",51.1,96,3.4,47.7
MS-155,"Webster County",47.8,106,4.8,43
MS-157,"Wilkinson County",53.4,107,4.3,49.1
MS-159,"Winston County",49.0,111,5.2,43.8
MS-161,"Yalobusha County",47.6,111,5.3,42.3
MS-163,"Yazoo County",49.5,99,3.8,45.7
MO-001,"Adair County",28.5,106,5.2,23.3
MO-003,"Andrew County",29.2,100,4.6,24.6
MO-005,"Atchison County",28.0,99,4.8,23.2
MO-007,"Audrain County",31.9,106,5.0,26.9
MO-009,"Barry County",38.6,109,4.9,33.7
MO-011,"Barton County",36.9,109,4.7,32.2
MO-013,"Bates County",35.6,112,5.8,29.8
MO-015,"Benton County",35.4,113,5.6,29.8
MO-017,"Bollinger County",37.7,109,5.1,32.6
MO-019,"Boone County",32.9,107,4.8,28.1
MO-021,"Buchanan County",30.2,102,4.4,25.8
MO-023,"Butler County",39.9,107,5.0,34.9
MO-025,"Caldwell County",29.7,100,4.6,25.1
MO-027,"Callaway County",33.6,107,5.0,28.6
MO-029,"Camden County",36.4,111,5.4,31
MO-031,"Cape Girardeau County",38.4,112,5.9,32.5
MO-033,"Carroll County",31.0,103,4.8,26.2
MO-035,"Carter County",38.8,109,5.6,33.2
MO-037,"Cass County",33.7,109,5.7,28
MO-039,"Cedar County",37.0,113,5.3,31.7
MO-041,"Chariton County",31.3,108,5.1,26.2
MO-043,"Christian County",37.4,109,5.2,32.2
MO-045,"Clark County",28.4,100,4.3,24.1
MO-047,"Clay County",31.0,103,4.4,26.6
MO-049,"Clinton County",29.6,102,4.3,25.3
MO-051,"Cole County",35.4,109,5.2,30.2
MO-053,"Cooper County",33.5,109,5.2,28.3
MO-055,"Crawford County",35.4,107,5.1,30.3
MO-057,"Dade County",37.4,112,5.1,32.3
MO-059,"Dallas County",36.2,110,5.0,31.2
MO-061,"Daviess County",28.6,99,4.0,24.6
MO-063,"DeKalb County",28.8,101,4.3,24.5
MO-065,"Dent County",36.0,107,5.0,31
MO-067,"Douglas County",37.9,109,5.5,32.4
MO-069,"Dunklin County",42.0,111,5.7,36.3
MO-071,"Franklin County",35.1,110,5.5,29.6
MO-073,"Gasconade County",34.8,109,5.3,29.5
MO-075,"Gentry County",28.3,101,4.9,23.4
MO-077,"Greene County",36.9,112,5.1,31.8
MO-079,"Grundy County",28.7,102,4.3,24.4
MO-081,"Harrison County",27.8,101,4.7,23.1
MO-083,"Henry County",35.2,114,5.6,29.6
MO-085,"Hickory County",36.0,110,5.2,30.8
MO-087,"Holt County",29.0,98,4.5,24.5
MO-089,"Howard County",32.6,109,5.2,27.4
MO-091,"Howell County",38.9,113,6.1,32.8
MO-093,"Iron County",35.8,107,4.8,31
MO-095,"Jackson County",32.5,107,5.2,27.3
MO-097,"Jasper County",38.4,112,5.3,33.1
MO-099,"Jefferson County",36.0,110,5.3,30.7
MO-101,"Johnson County",33.8,113,6.0,27.8
MO-103,"Knox County",28.6,103,4.7,23.9
MO-105,"Laclede County",36.5,108,5.1,31.4
MO-107,"Lafayette County",32.4,108,5.5,26.9
MO-109,"Lawrence County",37.6,110,5.0,32.6
MO-111,"Lewis County",29.1,99,4.3,24.8
MO-113,"Lincoln County",33.2,109,5.5,27.7
MO-115,"Linn County",29.5,104,4.6,24.9
MO-117,"Livingston County",29.4,96,4.0,25.4
MO-119,"McDonald County",40.0,113,5.6,34.4
MO-121,"Macon County",30.6,108,5.8,24.8
MO-123,"Madison County",36.3,107,4.5,31.8
MO-125,"Maries County",36.1,111,5.2,30.9
MO-127,"Marion County",30.8,109,5.2,25.6
MO-129,"Mercer County",27.2,98,4.2,23
MO-131,"Miller County",36.2,112,5.4,30.8
MO-133,"Mississippi County",40.3,109,5.7,34.6
MO-135,"Moniteau County",34.6,110,5.4,29.2
MO-137,"Monroe County",31.5,109,5.4,26.1
MO-139,"Montgomery County",33.0,106,5.2,27.8
MO-141,"Morgan County",34.6,109,5.2,29.4
MO-143,"New Madrid County",40.9,110,5.6,35.3
MO-145,"Newton County",39.5,114,5.8,33.7
MO-147,"Nodaway County",28.2,104,5.4,22.8
MO-149,"Oregon County",39.9,116,6.5,33.4
MO-151,"Osage County",35.4,109,5.3,30.1
MO-153,"Ozark County",38.8,108,5.3,33.5
MO-155,"Pemiscot County",42.4,114,5.9,36.5
MO-157,"Perry County",36.8,110,5.2,31.6
MO-159,"Pettis County",33.7,110,5.4,28.3
MO-161,"Phelps County",36.2,108,4.9,31.3
MO-163,"Pike County",31.9,108,5.2,26.7
MO-165,"Platte County",31.3,103,4.7,26.6
MO-167,"Polk County",36.7,113,5.3,31.4
MO-169,"Pulaski County",36.5,108,4.9,31.6
MO-171,"Putnam County",26.5,94,3.7,22.8
MO-173,"Ralls County",31.9,110,5.7,26.2
MO-175,"Randolph County",31.6,108,5.4,26.2
MO-177,"Ray County",31.2,105,5.1,26.1
MO-179,"Reynolds County",36.9,108,5.3,31.6
MO-181,"Ripley County",40.0,111,5.8,34.2
MO-183,"St. Charles County",34.8,111,5.6,29.2
MO-185,"St. Clair County",36.0,110,5.1,30.9
MO-186,"Ste. Genevieve County",36.0,105,4.8,31.2
MO-187,"St. Francois County",35.6,104,4.7,30.9
MO-189,"St. Louis County",35.3,107,5.2,30.1
MO-195,"Saline County",32.5,108,5.3,27.2
MO-197,"Schuyler County",27.5,104,4.8,22.7
MO-199,"Scotland County",28.0,104,4.8,23.2
MO-201,"Scott County",39.6,110,5.8,33.8
MO-203,"Shannon County",38.1,110,5.9,32.2
MO-205,"Shelby County",29.8,104,4.8,25
MO-207,"Stoddard County",39.8,108,5.3,34.5
MO-209,"Stone County",38.3,109,4.7,33.6
MO-211,"Sullivan County",27.8,98,4.1,23.7
MO-213,"Taney County",38.9,109,5.1,33.8
MO-215,"Texas County",36.8,108,5.1,31.7
MO-217,"Vernon County",36.0,107,4.8,31.2
MO-219,"Warren County",33.9,111,5.6,28.3
MO-221,"Washington County",35.5,109,5.2,30.3
MO-223,"Wayne County",38.0,106,4.9,33.1
MO-225,"Webster County",36.6,110,5.5,31.1
MO-227,"Worth County",27.4,102,5.2,22.2
MO-229,"Wright County",36.7,107,5.2,31.5
MO-510,"St. Louis City",35.4,105,4.9,30.5
MT-001,"Beaverhead County",21.8,103,5.0,16.8
MT-003,"Big Horn County",27.8,112,8.0,19.8
MT-005,"Blaine County",19.7,86,6.2,13.5
MT-007,"Broadwater County",28.3,115,8.3,20
MT-009,"Carbon County",27.9,119,8.3,19.6
MT-011,"Carter County",22.6,96,6.6,16
MT-013,"Cascade County",25.8,86,5.8,20
MT-015,"Chouteau County",22.7,80,5.7,17
MT-017,"Custer County",23.4,100,7.8,15.6
MT-019,"Daniels County",12.0,87,5.5,6.5
MT-021,"Dawson County",20.0,98,8.0,12
MT-023,"Deer Lodge County",24.2,112,6.5,17.7
MT-025,"Fallon County",21.2,99,6.9,14.3
MT-027,"Fergus County",24.7,87,5.8,18.9
MT-029,"Flathead County",26.8,114,8.0,18.8
MT-031,"Gallatin County",26.0,119,8.1,17.9
MT-033,"Garfield County",21.1,88,6.4,14.7
MT-035,"Glacier County",21.7,79,5.0,16.7
MT-037,"Golden Valley County",26.9,93,5.9,21
MT-039,"Granite County",25.8,114,6.8,19
MT-041,"Hill County",17.1,81,5.3,11.8
MT-043,"Jefferson County",26.8,108,7.0,19.8
MT-045,"Judith Basin County",25.8,94,6.3,19.5
MT-047,"Lake County",29.9,121,8.2,21.7
MT-049,"Lewis and Clark County",27.0,108,7.8,19.2
MT-051,"Liberty County",19.1,83,5.6,13.5
MT-053,"Lincoln County",27.9,117,7.9,20
MT-055,"McCone County",18.7,97,7.7,11
MT-057,"Madison County",24.4,110,5.9,18.5
MT-059,"Meagher County",25.4,105,7.1,18.3
MT-061,"Mineral County",28.2,112,6.4,21.8
MT-063,"Missoula County",28.1,119,7.7,20.4
MT-065,"Musselshell County",26.2,87,5.9,20.3
MT-067,"Park County",24.8,114,6.6,18.2
MT-069,"Petroleum County",23.6,80,5.1,18.5
MT-071,"Phillips County",17.8,85,5.6,12.2
MT-073,"Pondera County",22.4,81,5.5,16.9
