October 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
KY-193,"Perry County",58.4,90,1.8,56.6
KY-195,"Pike County",59.3,99,2.6,56.7
KY-197,"Powell County",57.4,72,0.9,56.5
KY-199,"Pulaski County",58.8,97,2.3,56.5
KY-201,"Robertson County",56.4,78,1.2,55.2
KY-203,"Rockcastle County",57.8,87,1.5,56.3
KY-205,"Rowan County",56.6,85,1.4,55.2
KY-207,"Russell County",59.4,100,2.6,56.8
KY-209,"Scott County",56.5,71,0.6,55.9
KY-211,"Shelby County",56.8,72,0.8,56
KY-213,"Simpson County",59.3,75,0.6,58.7
KY-215,"Spencer County",57.4,74,0.8,56.6
KY-217,"Taylor County",57.5,71,0.7,56.8
KY-219,"Todd County",59.0,72,0.4,58.6
KY-221,"Trigg County",58.5,51,-0.6,59.1
KY-223,"Trimble County",56.5,69,0.6,55.9
KY-225,"Union County",56.6,27,-2.0,58.6
KY-227,"Warren County",59.2,72,0.5,58.7
KY-229,"Washington County",57.2,74,0.6,56.6
KY-231,"Wayne County",59.7,109,3.2,56.5
KY-233,"Webster County",57.5,40,-1.1,58.6
KY-235,"Whitley County",59.1,107,2.9,56.2
KY-237,"Wolfe County",57.7,80,1.4,56.3
KY-239,"Woodford County",56.7,67,0.4,56.3
LA-001,"Acadia Parish",69.4,70,0.3,69.1
LA-003,"Allen Parish",68.6,69,0.3,68.3
LA-005,"Ascension Parish",71.3,103,2.6,68.7
LA-007,"Assumption Parish",71.8,105,2.6,69.2
LA-009,"Avoyelles Parish",68.1,74,0.7,67.4
LA-011,"Beauregard Parish",68.8,76,0.9,67.9
LA-013,"Bienville Parish",64.7,59,-0.4,65.1
LA-015,"Bossier Parish",64.4,43,-1.0,65.4
LA-017,"Caddo Parish",64.7,41,-1.1,65.8
LA-019,"Calcasieu Parish",69.9,72,0.7,69.2
LA-021,"Caldwell Parish",65.2,57,-0.3,65.5
LA-023,"Cameron Parish",70.6,70,0.4,70.2
LA-025,"Catahoula Parish",66.4,60,-0.1,66.5
LA-027,"Claiborne Parish",62.6,24,-2.0,64.6
LA-029,"Concordia Parish",66.9,61,0.0,66.9
LA-031,"De Soto Parish",65.0,44,-0.8,65.8
LA-033,"East Baton Rouge Parish",70.6,102,2.5,68.1
LA-035,"East Carroll Parish",65.7,75,0.8,64.9
LA-037,"East Feliciana Parish",69.8,104,2.6,67.2
LA-039,"Evangeline Parish",68.5,71,0.4,68.1
LA-041,"Franklin Parish",65.4,56,-0.3,65.7
LA-043,"Grant Parish",66.5,65,0.2,66.3
LA-045,"Iberia Parish",71.2,96,1.8,69.4
LA-047,"Iberville Parish",71.0,102,2.4,68.6
LA-049,"Jackson Parish",64.4,54,-0.4,64.8
LA-051,"Jefferson Parish",73.1,110,2.9,70.2
LA-053,"Jefferson Davis Parish",69.2,58,-0.2,69.4
LA-055,"Lafayette Parish",70.2,83,1.3,68.9
LA-057,"Lafourche Parish",73.1,109,2.9,70.2
LA-059,"La Salle Parish",66.5,66,0.3,66.2
LA-061,"Lincoln Parish",63.6,45,-1.0,64.6
LA-063,"Livingston Parish",70.8,105,2.7,68.1
LA-065,"Madison Parish",66.0,73,0.7,65.3
LA-067,"Morehouse Parish",64.6,66,-0.0,64.6
LA-069,"Natchitoches Parish",66.2,66,0.0,66.2
LA-071,"Orleans Parish",72.7,111,3.1,69.6
LA-073,"Ouachita Parish",64.3,47,-0.7,65
LA-075,"Plaquemines Parish",74.1,113,2.9,71.2
LA-077,"Pointe Coupee Parish",70.2,102,2.3,67.9
LA-079,"Rapides Parish",67.6,73,0.5,67.1
LA-081,"Red River Parish",65.5,60,-0.2,65.7
LA-083,"Richland Parish",64.9,55,-0.3,65.2
LA-085,"Sabine Parish",66.5,71,0.5,66
LA-087,"St. Bernard Parish",73.2,111,3.1,70.1
LA-089,"St. Charles Parish",72.5,109,2.9,69.6
LA-091,"St. Helena Parish",69.6,103,2.7,66.9
LA-093,"St. James Parish",71.7,105,2.6,69.1
LA-095,"St. John the Baptist Parish",71.8,108,2.8,69
LA-097,"St. Landry Parish",69.5,85,1.3,68.2
LA-099,"St. Martin Parish",70.9,98,2.0,68.9
LA-101,"St. Mary Parish",71.9,102,2.3,69.6
LA-103,"St. Tammany Parish",71.3,114,3.4,67.9
LA-105,"Tangipahoa Parish",70.4,110,3.0,67.4
LA-107,"Tensas Parish",65.8,59,-0.1,65.9
LA-109,"Terrebonne Parish",73.0,106,2.7,70.3
LA-111,"Union Parish",63.6,43,-0.9,64.5
LA-113,"Vermilion Parish",70.0,69,0.2,69.8
LA-115,"Vernon Parish",67.8,79,1.1,66.7
LA-117,"Washington Parish",70.1,115,3.4,66.7
LA-119,"Webster Parish",64.0,40,-1.2,65.2
LA-121,"West Baton Rouge Parish",70.8,102,2.4,68.4
LA-123,"West Carroll Parish",65.2,69,0.5,64.7
LA-125,"West Feliciana Parish",69.9,103,2.4,67.5
LA-127,"Winn Parish",65.6,65,0.1,65.5
ME-001,"Androscoggin County",47.7,82,0.8,46.9
ME-003,"Aroostook County",42.5,60,0.2,42.3
ME-005,"Cumberland County",48.2,82,0.7,47.5
ME-007,"Franklin County",43.6,83,0.9,42.7
ME-009,"Hancock County",47.5,71,0.5,47
ME-011,"Kennebec County",47.2,77,0.5,46.7
ME-013,"Knox County",48.2,84,0.8,47.4
ME-015,"Lincoln County",48.4,88,0.9,47.5
ME-017,"Oxford County",45.6,86,1.3,44.3
ME-019,"Penobscot County",45.5,71,0.4,45.1
ME-021,"Piscataquis County",42.9,65,0.3,42.6
ME-023,"Sagadahoc County",48.6,87,0.9,47.7
ME-025,"Somerset County",43.2,67,0.2,43
ME-027,"Waldo County",47.2,78,0.6,46.6
ME-029,"Washington County",47.6,87,1.2,46.4
ME-031,"York County",48.9,85,1.0,47.9
MD-001,"Allegany County",55.1,94,1.9,53.2
MD-003,"Anne Arundel County",60.8,114,3.5,57.3
MD-005,"Baltimore County",58.2,106,3.1,55.1
MD-009,"Calvert County",62.1,117,4.4,57.7
MD-011,"Caroline County",61.2,119,4.7,56.5
MD-013,"Carroll County",56.7,104,2.9,53.8
MD-015,"Cecil County",58.8,108,3.2,55.6
MD-017,"Charles County",61.4,117,4.0,57.4
MD-019,"Dorchester County",62.9,119,5.1,57.8
MD-021,"Frederick County",57.1,104,2.7,54.4
MD-023,"Garrett County",51.2,90,1.8,49.4
MD-025,"Harford County",58.8,113,3.3,55.5
MD-027,"Howard County",58.0,112,3.3,54.7
MD-029,"Kent County",60.3,110,3.4,56.9
MD-031,"Montgomery County",58.4,112,3.1,55.3
MD-033,"Prince George's County",60.1,114,3.4,56.7
MD-035,"Queen Anne's County",60.6,114,3.8,56.8
MD-037,"St. Mary's County",62.9,120,4.7,58.2
MD-039,"Somerset County",63.3,118,4.7,58.6
MD-041,"Talbot County",62.4,120,4.7,57.7
MD-043,"Washington County",56.5,104,2.6,53.9
MD-045,"Wicomico County",62.4,119,4.9,57.5
MD-047,"Worcester County",63.1,118,4.8,58.3
MD-510,"Baltimore City",60.2,112,3.3,56.9
MD-511,"Washington, D.C.",60.0,112,3.2,56.8
MA-001,"Barnstable County",56.3,115,3.5,52.8
MA-003,"Berkshire County",49.6,104,2.3,47.3
MA-005,"Bristol County",54.6,105,2.5,52.1
MA-007,"Dukes County",56.7,115,3.3,53.4
MA-009,"Essex County",52.8,103,2.1,50.7
MA-011,"Franklin County",51.2,105,2.7,48.5
MA-013,"Hampden County",52.2,103,2.4,49.8
MA-015,"Hampshire County",51.6,99,2.2,49.4
MA-017,"Middlesex County",52.6,102,2.2,50.4
MA-019,"Nantucket County",57.2,119,3.9,53.3
MA-021,"Norfolk County",53.8,108,2.7,51.1
MA-023,"Plymouth County",54.7,108,2.8,51.9
MA-025,"Suffolk County",54.7,110,3.0,51.7
MA-027,"Worcester County",51.6,105,2.5,49.1
MI-001,"Alcona County",44.4,25,-2.1,46.5
MI-003,"Alger County",39.6,4,-5.2,44.8
MI-005,"Allegan County",48.0,18,-3.0,51
MI-007,"Alpena County",43.8,21,-2.7,46.5
MI-009,"Antrim County",43.0,10,-4.0,47
MI-011,"Arenac County",46.4,34,-1.6,48
MI-013,"Baraga County",37.3,4,-5.9,43.2
MI-015,"Barry County",47.5,20,-2.6,50.1
MI-017,"Bay County",47.4,34,-1.6,49
MI-019,"Benzie County",44.1,18,-2.9,47
MI-021,"Berrien County",49.2,21,-2.9,52.1
MI-023,"Branch County",48.5,28,-2.2,50.7
MI-025,"Calhoun County",48.0,29,-2.2,50.2
MI-027,"Cass County",48.7,23,-2.4,51.1
MI-029,"Charlevoix County",42.8,10,-4.4,47.2
MI-031,"Cheboygan County",41.8,8,-4.6,46.4
MI-033,"Chippewa County",40.7,10,-4.0,44.7
MI-035,"Clare County",44.5,27,-2.3,46.8
MI-037,"Clinton County",46.9,18,-2.8,49.7
MI-039,"Crawford County",42.2,14,-3.7,45.9
MI-041,"Delta County",40.9,5,-4.7,45.6
MI-043,"Dickinson County",38.1,4,-5.9,44
MI-045,"Eaton County",47.3,20,-2.5,49.8
MI-047,"Emmet County",42.4,9,-4.2,46.6
MI-049,"Genesee County",47.9,34,-1.6,49.5
MI-051,"Gladwin County",45.7,30,-2.0,47.7
MI-053,"Gogebic County",36.4,3,-7.0,43.4
MI-055,"Grand Traverse County",43.7,18,-3.1,46.8
MI-057,"Gratiot County",46.6,19,-2.6,49.2
MI-059,"Hillsdale County",48.5,37,-1.6,50.1
MI-061,"Houghton County",39.0,4,-5.2,44.2
MI-063,"Huron County",48.0,49,-0.6,48.6
MI-065,"Ingham County",47.4,31,-2.1,49.5
MI-067,"Ionia County",46.6,18,-2.9,49.5
MI-069,"Iosco County",45.6,32,-1.7,47.3
MI-071,"Iron County",36.3,4,-6.4,42.7
MI-073,"Isabella County",45.8,28,-2.2,48
MI-075,"Jackson County",48.1,35,-1.6,49.7
MI-077,"Kalamazoo County",48.4,28,-2.3,50.7
MI-079,"Kalkaska County",42.8,16,-3.4,46.2
MI-081,"Kent County",46.7,19,-2.9,49.6
MI-083,"Keweenaw County",39.6,8,-4.5,44.1
MI-085,"Lake County",44.9,20,-2.6,47.5
MI-087,"Lapeer County",48.6,46,-0.8,49.4
MI-089,"Leelanau County",43.9,16,-3.4,47.3
MI-091,"Lenawee County",50.2,51,-0.5,50.7
MI-093,"Livingston County",47.9,39,-1.4,49.3
MI-095,"Luce County",39.8,7,-4.4,44.2
MI-097,"Mackinac County",41.1,10,-4.1,45.2
MI-099,"Macomb County",50.7,54,-0.3,51
MI-101,"Manistee County",44.8,19,-2.8,47.6
MI-103,"Marquette County",37.8,4,-5.8,43.6
MI-105,"Mason County",45.6,20,-2.7,48.3
MI-107,"Mecosta County",44.6,18,-2.9,47.5
MI-109,"Menominee County",40.6,5,-5.2,45.8
MI-111,"Midland County",46.9,29,-2.0,48.9
MI-113,"Missaukee County",43.3,19,-2.7,46
MI-115,"Monroe County",51.8,54,-0.1,51.9
MI-117,"Montcalm County",45.5,17,-2.9,48.4
MI-119,"Montmorency County",42.0,9,-4.1,46.1
MI-121,"Muskegon County",47.9,34,-1.7,49.6
MI-123,"Newaygo County",45.6,17,-2.6,48.2
MI-125,"Oakland County",49.0,47,-0.8,49.8
MI-127,"Oceana County",46.5,30,-2.0,48.5
MI-129,"Ogemaw County",44.2,23,-2.3,46.5
MI-131,"Ontonagon County",37.6,3,-6.6,44.2
MI-133,"Osceola County",44.0,24,-2.5,46.5
MI-135,"Oscoda County",42.8,16,-3.1,45.9
MI-137,"Otsego County",41.0,5,-4.7,45.7
MI-139,"Ottawa County",47.9,19,-2.7,50.6
MI-141,"Presque Isle County",42.3,10,-4.1,46.4
MI-143,"Roscommon County",43.4,18,-2.7,46.1
MI-145,"Saginaw County",47.3,25,-2.2,49.5
MI-147,"St. Clair County",50.3,55,-0.3,50.6
MI-149,"St. Joseph County",48.9,27,-2.2,51.1
MI-151,"Sanilac County",48.8,51,-0.5,49.3
MI-153,"Schoolcraft County",40.6,5,-4.7,45.3
MI-155,"Shiawassee County",46.9,20,-2.7,49.6
MI-157,"Tuscola County",48.0,41,-1.2,49.2
MI-159,"Van Buren County",48.3,18,-3.0,51.3
MI-161,"Washtenaw County",49.2,48,-0.6,49.8
MI-163,"Wayne County",51.2,53,-0.1,51.3
MI-165,"Wexford County",44.0,24,-2.3,46.3
MN-001,"Aitkin County",37.8,6,-5.8,43.6
MN-003,"Anoka County",41.9,6,-5.7,47.6
MN-005,"Becker County",35.5,4,-8.4,43.9
MN-007,"Beltrami County",36.3,5,-6.5,42.8
MN-009,"Benton County",40.7,9,-5.2,45.9
MN-011,"Big Stone County",41.3,8,-5.7,47
MN-013,"Blue Earth County",42.0,3,-7.1,49.1
MN-015,"Brown County",43.1,7,-5.6,48.7
MN-017,"Carlton County",36.6,3,-7.0,43.6
MN-019,"Carver County",42.1,5,-6.0,48.1
MN-021,"Cass County",38.2,5,-5.7,43.9
MN-023,"Chippewa County",41.6,7,-5.9,47.5
MN-025,"Chisago County",40.9,5,-6.2,47.1
MN-027,"Clay County",38.1,5,-7.0,45.1
MN-029,"Clearwater County",35.7,5,-7.3,43
MN-031,"Cook County",35.4,4,-5.2,40.6
MN-033,"Cottonwood County",43.0,8,-5.1,48.1
MN-035,"Crow Wing County",39.5,7,-5.0,44.5
MN-037,"Dakota County",42.6,5,-6.2,48.8
MN-039,"Dodge County",40.7,4,-6.7,47.4
MN-041,"Douglas County",39.6,9,-5.3,44.9
MN-043,"Faribault County",42.2,4,-6.9,49.1
MN-045,"Fillmore County",41.3,4,-6.6,47.9
MN-047,"Freeborn County",42.0,4,-6.5,48.5
MN-049,"Goodhue County",42.2,5,-6.0,48.2
MN-051,"Grant County",40.5,8,-5.3,45.8
MN-053,"Hennepin County",42.2,8,-5.8,48
MN-055,"Houston County",43.6,7,-5.5,49.1
MN-057,"Hubbard County",36.2,5,-7.4,43.6
MN-059,"Isanti County",41.4,8,-5.4,46.8
MN-061,"Itasca County",36.8,6,-5.9,42.7
MN-063,"Jackson County",42.9,10,-5.3,48.2
MN-065,"Kanabec County",40.3,8,-5.2,45.5
MN-067,"Kandiyohi County",41.0,8,-5.7,46.7
MN-069,"Kittson County",37.3,13,-5.3,42.6
MN-071,"Koochiching County",35.7,6,-6.4,42.1
MN-073,"Lac qui Parle County",41.5,7,-6.1,47.6
MN-075,"Lake County",35.3,5,-5.8,41.1
MN-077,"Lake of the Woods County",35.8,6,-6.3,42.1
MN-079,"Le Sueur County",42.1,5,-6.6,48.7
MN-081,"Lincoln County",40.7,6,-6.4,47.1
MN-083,"Lyon County",41.4,7,-6.7,48.1
MN-085,"McLeod County",41.5,6,-6.2,47.7
MN-087,"Mahnomen County",35.8,4,-7.7,43.5
MN-089,"Marshall County",36.5,5,-6.6,43.1
MN-091,"Martin County",42.7,6,-5.9,48.6
MN-093,"Meeker County",40.6,5,-6.2,46.8
MN-095,"Mille Lacs County",40.6,11,-4.8,45.4
MN-097,"Morrison County",40.2,8,-5.1,45.3
MN-099,"Mower County",40.6,4,-7.0,47.6
MN-101,"Murray County",41.6,7,-6.0,47.6
MN-103,"Nicollet County",42.5,4,-6.4,48.9
MN-105,"Nobles County",41.9,5,-6.2,48.1
MN-107,"Norman County",37.8,5,-6.9,44.7
MN-109,"Olmsted County",41.2,4,-6.3,47.5
MN-111,"Otter Tail County",37.7,5,-6.9,44.6
MN-113,"Pennington County",35.9,5,-7.5,43.4
MN-115,"Pine County",38.5,4,-6.4,44.9
MN-117,"Pipestone County",41.3,7,-6.0,47.3
MN-119,"Polk County",37.1,5,-7.0,44.1
MN-121,"Pope County",40.6,9,-5.1,45.7
MN-123,"Ramsey County",42.7,7,-5.8,48.5
MN-125,"Red Lake County",36.1,5,-7.7,43.8
MN-127,"Redwood County",42.4,7,-6.1,48.5
MN-129,"Renville County",42.2,7,-5.8,48
MN-131,"Rice County",41.5,3,-6.9,48.4
MN-133,"Rock County",42.3,5,-5.8,48.1
MN-135,"Roseau County",36.0,9,-6.0,42
MN-137,"St. Louis County",35.1,4,-6.7,41.8
MN-139,"Scott County",42.4,4,-6.3,48.7
MN-141,"Sherburne County",41.2,7,-5.5,46.7
MN-143,"Sibley County",42.3,6,-6.1,48.4
MN-145,"Stearns County",40.6,9,-5.3,45.9
MN-147,"Steele County",41.1,4,-7.0,48.1
MN-149,"Stevens County",40.9,9,-5.4,46.3
MN-151,"Swift County",41.2,9,-5.6,46.8
MN-153,"Todd County",39.4,7,-5.5,44.9
MN-155,"Traverse County",41.0,8,-5.6,46.6
MN-157,"Wabasha County",42.4,5,-5.9,48.3
MN-159,"Wadena County",37.3,5,-7.0,44.3
MN-161,"Waseca County",41.5,4,-7.1,48.6
MN-163,"Washington County",42.5,7,-5.8,48.3
MN-165,"Watonwan County",43.1,6,-5.6,48.7
MN-167,"Wilkin County",39.4,5,-6.4,45.8
MN-169,"Winona County",42.8,5,-5.6,48.4
MN-171,"Wright County",41.2,7,-5.8,47
MN-173,"Yellow Medicine County",41.7,7,-6.3,48
MS-001,"Adams County",66.4,59,-0.1,66.5
MS-003,"Alcorn County",61.4,73,0.5,60.9
MS-005,"Amite County",68.3,96,2.1,66.2
MS-007,"Attala County",63.6,69,0.2,63.4
MS-009,"Benton County",60.6,48,-0.7,61.3
MS-011,"Bolivar County",62.4,39,-1.5,63.9
MS-013,"Calhoun County",63.3,70,0.1,63.2
MS-015,"Carroll County",64.1,73,0.7,63.4
MS-017,"Chickasaw County",64.5,81,1.3,63.2
MS-019,"Choctaw County",63.6,72,0.6,63
MS-021,"Claiborne County",66.6,79,0.8,65.8
MS-023,"Clarke County",68.0,111,3.5,64.5
MS-025,"Clay County",65.3,92,1.8,63.5
MS-027,"Coahoma County",62.3,40,-1.1,63.4
MS-029,"Copiah County",67.5,92,1.8,65.7
MS-031,"Covington County",68.4,106,3.0,65.4
MS-033,"DeSoto County",61.2,32,-1.8,63
MS-035,"Forrest County",69.6,114,3.6,66
MS-037,"Franklin County",66.9,76,0.9,66
MS-039,"George County",70.2,115,3.6,66.6
MS-041,"Greene County",69.5,112,3.5,66
MS-043,"Grenada County",63.5,68,0.0,63.5
MS-045,"Hancock County",71.2,115,3.4,67.8
MS-047,"Harrison County",71.3,116,3.7,67.6
MS-049,"Hinds County",67.3,90,1.9,65.4
MS-051,"Holmes County",64.9,74,0.7,64.2
MS-053,"Humphreys County",65.6,75,0.9,64.7
MS-055,"Issaquena County",66.2,82,1.2,65
MS-057,"Itawamba County",63.8,81,1.5,62.3
MS-059,"Jackson County",71.4,116,3.7,67.7
MS-061,"Jasper County",67.6,107,3.1,64.5
MS-063,"Jefferson County",66.1,68,0.2,65.9
MS-065,"Jefferson Davis County",68.6,107,3.1,65.5
MS-067,"Jones County",68.6,109,3.1,65.5
MS-069,"Kemper County",66.4,102,2.6,63.8
MS-071,"Lafayette County",62.1,53,-0.7,62.8
MS-073,"Lamar County",69.6,115,3.6,66
MS-075,"Lauderdale County",67.3,109,3.3,64
MS-077,"Lawrence County",68.7,102,2.9,65.8
MS-079,"Leake County",64.4,78,0.7,63.7
MS-081,"Lee County",64.3,80,1.6,62.7
MS-083,"Leflore County",65.1,81,1.1,64
MS-085,"Lincoln County",67.9,96,2.2,65.7
MS-087,"Lowndes County",65.8,93,2.0,63.8
MS-089,"Madison County",65.3,73,0.4,64.9
MS-091,"Marion County",69.7,113,3.5,66.2
MS-093,"Marshall County",60.8,46,-1.3,62.1
MS-095,"Monroe County",65.0,90,1.9,63.1
MS-097,"Montgomery County",62.8,60,-0.4,63.2
MS-099,"Neshoba County",65.4,93,2.2,63.2
MS-101,"Newton County",66.7,108,3.1,63.6
MS-103,"Noxubee County",66.1,95,2.2,63.9
MS-105,"Oktibbeha County",65.3,89,1.8,63.5
MS-107,"Panola County",62.0,47,-1.1,63.1
MS-109,"Pearl River County",70.3,115,3.6,66.7
MS-111,"Perry County",69.6,115,3.6,66
MS-113,"Pike County",69.0,103,2.9,66.1
MS-115,"Pontotoc County",63.5,78,0.7,62.8
MS-117,"Prentiss County",62.9,81,1.2,61.7
MS-119,"Quitman County",62.5,49,-0.9,63.4
MS-121,"Rankin County",66.4,87,1.6,64.8
MS-123,"Scott County",65.6,86,1.7,63.9
MS-125,"Sharkey County",66.0,78,1.0,65
MS-127,"Simpson County",67.4,96,2.3,65.1
MS-129,"Smith County",67.2,103,2.6,64.6
MS-131,"Stone County",70.3,116,3.7,66.6
MS-133,"Sunflower County",64.2,60,0.1,64.1
MS-135,"Tallahatchie County",63.6,62,-0.0,63.6
MS-137,"Tate County",61.2,33,-1.8,63
MS-139,"Tippah County",61.3,67,-0.0,61.3
MS-141,"Tishomingo County",62.7,87,1.7,61
MS-143,"Tunica County",61.8,36,-1.4,63.2
MS-145,"Union County",62.7,73,0.4,62.3
MS-147,"Walthall County",69.4,111,3.3,66.1
MS-149,"Warren County",67.0,87,1.5,65.5
MS-151,"Washington County",64.2,54,-0.4,64.6
MS-153,"Wayne County",68.6,112,3.4,65.2
MS-155,"Webster County",63.5,73,0.5,63
MS-157,"Wilkinson County",68.1,85,1.3,66.8
MS-159,"Winston County",64.8,87,1.6,63.2
MS-161,"Yalobusha County",62.8,55,-0.4,63.2
MS-163,"Yazoo County",66.0,75,0.8,65.2
MO-001,"Adair County",50.3,13,-4.3,54.6
MO-003,"Andrew County",50.2,7,-5.4,55.6
MO-005,"Atchison County",49.6,7,-5.2,54.8
MO-007,"Audrain County",52.7,16,-3.4,56.1
MO-009,"Barry County",55.7,20,-2.7,58.4
MO-011,"Barton County",54.9,12,-4.4,59.3
MO-013,"Bates County",53.6,9,-4.8,58.4
MO-015,"Benton County",53.9,16,-3.6,57.5
MO-017,"Bollinger County",55.7,26,-2.1,57.8
MO-019,"Boone County",53.4,14,-3.5,56.9
MO-021,"Buchanan County",51.4,10,-4.7,56.1
MO-023,"Butler County",56.9,22,-2.6,59.5
MO-025,"Caldwell County",51.7,15,-3.7,55.4
MO-027,"Callaway County",53.8,16,-3.2,57
MO-029,"Camden County",54.9,19,-2.9,57.8
MO-031,"Cape Girardeau County",56.2,32,-1.8,58
MO-033,"Carroll County",51.6,10,-4.6,56.2
MO-035,"Carter County",56.0,34,-1.7,57.7
MO-037,"Cass County",53.1,11,-4.1,57.2
MO-039,"Cedar County",55.4,16,-3.4,58.8
MO-041,"Chariton County",51.7,11,-4.6,56.3
MO-043,"Christian County",54.4,15,-3.2,57.6
MO-045,"Clark County",51.2,15,-3.9,55.1
MO-047,"Clay County",51.8,11,-4.6,56.4
MO-049,"Clinton County",51.1,12,-4.4,55.5
MO-051,"Cole County",54.9,19,-2.8,57.7
MO-053,"Cooper County",53.6,14,-3.4,57
MO-055,"Crawford County",53.7,25,-2.5,56.2
MO-057,"Dade County",54.9,13,-3.8,58.7
MO-059,"Dallas County",54.7,21,-2.9,57.6
MO-061,"Daviess County",50.9,11,-4.4,55.3
MO-063,"DeKalb County",50.8,12,-4.5,55.3
MO-065,"Dent County",53.8,21,-2.7,56.5
MO-067,"Douglas County",53.4,10,-4.2,57.6
MO-069,"Dunklin County",58.3,25,-2.3,60.6
MO-071,"Franklin County",53.9,23,-2.7,56.6
MO-073,"Gasconade County",53.5,16,-3.2,56.7
MO-075,"Gentry County",50.2,10,-4.6,54.8
MO-077,"Greene County",54.6,21,-3.0,57.6
MO-079,"Grundy County",50.4,9,-5.0,55.4
MO-081,"Harrison County",50.1,12,-4.3,54.4
MO-083,"Henry County",53.6,11,-4.5,58.1
MO-085,"Hickory County",54.8,19,-3.1,57.9
MO-087,"Holt County",50.6,7,-5.1,55.7
MO-089,"Howard County",52.9,12,-3.7,56.6
MO-091,"Howell County",54.9,25,-2.4,57.3
MO-093,"Iron County",54.6,34,-1.6,56.2
MO-095,"Jackson County",52.8,11,-4.1,56.9
MO-097,"Jasper County",55.4,12,-3.9,59.3
MO-099,"Jefferson County",55.2,28,-2.1,57.3
MO-101,"Johnson County",53.4,16,-3.6,57
MO-103,"Knox County",50.3,10,-4.5,54.8
MO-105,"Laclede County",54.3,18,-3.2,57.5
MO-107,"Lafayette County",52.6,12,-3.9,56.5
MO-109,"Lawrence County",54.9,17,-3.3,58.2
MO-111,"Lewis County",51.5,12,-4.0,55.5
MO-113,"Lincoln County",53.5,23,-2.8,56.3
MO-115,"Linn County",50.7,8,-5.0,55.7
MO-117,"Livingston County",51.0,10,-4.9,55.9
MO-119,"McDonald County",56.4,18,-2.9,59.3
MO-121,"Macon County",51.1,12,-4.2,55.3
MO-123,"Madison County",54.7,27,-2.0,56.7
MO-125,"Maries County",54.5,18,-2.9,57.4
MO-127,"Marion County",52.2,12,-3.7,55.9
MO-129,"Mercer County",49.2,8,-5.3,54.5
MO-131,"Miller County",55.1,20,-2.6,57.7
MO-133,"Mississippi County",58.3,39,-1.3,59.6
MO-135,"Moniteau County",54.1,17,-3.2,57.3
MO-137,"Monroe County",51.8,12,-4.1,55.9
MO-139,"Montgomery County",53.2,14,-3.2,56.4
MO-141,"Morgan County",53.7,14,-3.4,57.1
MO-143,"New Madrid County",58.6,38,-1.6,60.2
MO-145,"Newton County",55.8,14,-3.3,59.1
MO-147,"Nodaway County",48.9,7,-5.6,54.5
MO-149,"Oregon County",56.0,33,-1.7,57.7
MO-151,"Osage County",54.2,16,-3.3,57.5
MO-153,"Ozark County",54.8,13,-3.4,58.2
MO-155,"Pemiscot County",58.9,33,-1.9,60.8
MO-157,"Perry County",55.0,24,-2.3,57.3
MO-159,"Pettis County",53.5,14,-3.5,57
MO-161,"Phelps County",54.1,18,-3.1,57.2
MO-163,"Pike County",52.9,16,-3.0,55.9
MO-165,"Platte County",52.2,10,-4.4,56.6
MO-167,"Polk County",55.0,21,-3.0,58
MO-169,"Pulaski County",54.4,19,-3.1,57.5
MO-171,"Putnam County",48.6,8,-5.9,54.5
MO-173,"Ralls County",52.8,17,-3.2,56
MO-175,"Randolph County",51.6,11,-4.3,55.9
MO-177,"Ray County",51.9,12,-4.1,56
MO-179,"Reynolds County",55.1,36,-1.5,56.6
MO-181,"Ripley County",56.4,26,-2.3,58.7
MO-183,"St. Charles County",54.5,23,-2.7,57.2
MO-185,"St. Clair County",54.9,14,-3.7,58.6
MO-186,"Ste. Genevieve County",54.8,25,-2.3,57.1
MO-187,"St. Francois County",54.4,28,-2.0,56.4
MO-189,"St. Louis County",55.2,26,-2.5,57.7
MO-195,"Saline County",53.1,13,-3.6,56.7
MO-197,"Schuyler County",49.3,10,-5.0,54.3
MO-199,"Scotland County",49.8,10,-4.7,54.5
MO-201,"Scott County",57.7,37,-1.4,59.1
MO-203,"Shannon County",55.2,31,-1.8,57
MO-205,"Shelby County",50.7,9,-4.6,55.3
MO-207,"Stoddard County",57.6,27,-2.0,59.6
MO-209,"Stone County",55.6,20,-2.8,58.4
MO-211,"Sullivan County",49.7,10,-5.3,55
MO-213,"Taney County",55.7,16,-2.9,58.6
MO-215,"Texas County",53.5,14,-3.5,57
MO-217,"Vernon County",54.9,12,-4.3,59.2
MO-219,"Warren County",53.5,19,-3.0,56.5
MO-221,"Washington County",54.4,32,-1.8,56.2
MO-223,"Wayne County",56.0,28,-1.9,57.9
MO-225,"Webster County",53.6,16,-3.3,56.9
MO-227,"Worth County",49.2,9,-4.8,54
MO-229,"Wright County",53.0,9,-4.1,57.1
MO-510,"St. Louis City",55.5,27,-2.6,58.1
MT-001,"Beaverhead County",39.2,76,0.7,38.5
MT-003,"Big Horn County",42.0,17,-3.7,45.7
MT-005,"Blaine County",38.5,10,-5.5,44
MT-007,"Broadwater County",41.1,29,-2.2,43.3
MT-009,"Carbon County",40.1,26,-2.7,42.8
